Id;playerId;guess;score;session;createdAt;submissionOrder;level;lookedAtHelp;usedHelp;timeLookingAtHelp;version;month;day;hour;minute;second;ms;one;two;three;four;five;six;seven;eight
9181001;07b41c8973e84b3c7d5cf12e6e3eb562510b8a7e;[1, 0, 1, 0, 0, 1, 1, 1];24;2;2015-09-18T08:16:33.823Z;14;1;0;FALSE;0;0.2.3;9;18;8;16;33;823;1;0;1;0;0;1;1;1
9181001;07b41c8973e84b3c7d5cf12e6e3eb562510b8a7e;[1, 0, 1, 0, 0, 0, 1, 1];22;2;2015-09-18T08:16:38.378Z;15;1;0;FALSE;0;0.2.3;9;18;8;16;38;378;1;0;1;0;0;0;1;1
9181001;07b41c8973e84b3c7d5cf12e6e3eb562510b8a7e;[1, 0, 1, 0, 0, 0, 0, 1];24;2;2015-09-18T08:16:42.047Z;16;1;0;FALSE;0;0.2.3;9;18;8;16;42;47;1;0;1;0;0;0;0;1
9181001;07b41c8973e84b3c7d5cf12e6e3eb562510b8a7e;[0, 1, 0, 0, 0, 0, 0, 0];20;2;2015-09-18T08:17:16.423Z;17;1;0;FALSE;0;0.2.3;9;18;8;17;16;423;0;1;0;0;0;0;0;0
9181001;07b41c8973e84b3c7d5cf12e6e3eb562510b8a7e;[0, 1, 0, 1, 0, 0, 0, 0];22;2;2015-09-18T08:17:27.048Z;18;1;0;FALSE;0;0.2.3;9;18;8;17;27;48;0;1;0;1;0;0;0;0
9181001;07b41c8973e84b3c7d5cf12e6e3eb562510b8a7e;[0, 1, 0, 1, 0, 1, 0, 0];24;2;2015-09-18T08:17:30.055Z;19;1;0;FALSE;0;0.2.3;9;18;8;17;30;55;0;1;0;1;0;1;0;0
9181001;07b41c8973e84b3c7d5cf12e6e3eb562510b8a7e;[0, 1, 0, 1, 0, 1, 1, 1];24;2;2015-09-18T08:17:34.474Z;20;1;0;FALSE;0;0.2.3;9;18;8;17;34;474;0;1;0;1;0;1;1;1
9181001;07b41c8973e84b3c7d5cf12e6e3eb562510b8a7e;[1, 1, 0, 1, 0, 1, 1, 1];22;2;2015-09-18T08:17:56.531Z;21;1;0;FALSE;0;0.2.3;9;18;8;17;56;531;1;1;0;1;0;1;1;1
9181001;07b41c8973e84b3c7d5cf12e6e3eb562510b8a7e;[1, 1, 0, 1, 1, 1, 1, 1];20;2;2015-09-18T08:18:00.825Z;22;1;0;FALSE;0;0.2.3;9;18;8;18;0;825;1;1;0;1;1;1;1;1
9181001;07b41c8973e84b3c7d5cf12e6e3eb562510b8a7e;[1, 0, 1, 1, 1, 1, 1, 1];20;2;2015-09-18T08:18:09.141Z;23;1;0;FALSE;0;0.2.3;9;18;8;18;9;141;1;0;1;1;1;1;1;1
9181001;07b41c8973e84b3c7d5cf12e6e3eb562510b8a7e;[1, 0, 1, 0, 1, 1, 1, 1];22;2;2015-09-18T08:18:12.554Z;24;1;0;FALSE;0;0.2.3;9;18;8;18;12;554;1;0;1;0;1;1;1;1
9181001;07b41c8973e84b3c7d5cf12e6e3eb562510b8a7e;[1, 0, 1, 0, 0, 0, 0, 0];22;2;2015-09-18T08:18:19.950Z;25;1;0;FALSE;0;0.2.3;9;18;8;18;19;950;1;0;1;0;0;0;0;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[0, 0, 0, 0, 1, 1, 1, 1];12;1;2015-09-18T08:10:42.282Z;1;0;0;FALSE;0;0.2.3;9;18;8;10;42;282;0;0;0;0;1;1;1;1
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 1, 1, 1, 1, 1, 1, 1];18;2;2015-09-18T08:11:02.333Z;1;1;0;FALSE;0;0.2.3;9;18;8;11;2;333;1;1;1;1;1;1;1;1
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 1, 1, 1, 1, 1, 1, 0];20;2;2015-09-18T08:11:07.804Z;2;1;0;FALSE;0;0.2.3;9;18;8;11;7;804;1;1;1;1;1;1;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 1, 1, 1, 1, 1, 0, 0];18;2;2015-09-18T08:11:11.998Z;3;1;0;FALSE;0;0.2.3;9;18;8;11;11;998;1;1;1;1;1;1;0;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 1, 1, 1, 1, 0, 1, 0];22;2;2015-09-18T08:11:20.012Z;4;1;0;FALSE;0;0.2.3;9;18;8;11;20;12;1;1;1;1;1;0;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 1, 1, 0, 1, 0, 1, 0];24;2;2015-09-18T08:11:24.234Z;5;1;0;FALSE;0;0.2.3;9;18;8;11;24;234;1;1;1;0;1;0;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 0, 1, 0, 1, 0, 1, 0];26;2;2015-09-18T08:11:26.722Z;6;1;0;FALSE;0;0.2.3;9;18;8;11;26;722;1;0;1;0;1;0;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[0, 0, 1, 0, 1, 0, 1, 0];24;2;2015-09-18T08:11:31.110Z;7;1;0;FALSE;0;0.2.3;9;18;8;11;31;110;0;0;1;0;1;0;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[0, 0, 0, 0, 1, 0, 1, 0];22;2;2015-09-18T08:11:34.846Z;8;1;0;FALSE;0;0.2.3;9;18;8;11;34;846;0;0;0;0;1;0;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[0, 0, 1, 0, 0, 0, 1, 0];22;2;2015-09-18T08:11:41.801Z;9;1;0;FALSE;0;0.2.3;9;18;8;11;41;801;0;0;1;0;0;0;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 0, 0, 0, 1, 0, 1, 0];24;2;2015-09-18T08:12:28.339Z;10;1;0;FALSE;0;0.2.3;9;18;8;12;28;339;1;0;0;0;1;0;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 0, 1, 0, 0, 0, 1, 0];24;2;2015-09-18T08:12:33.514Z;11;1;0;FALSE;0;0.2.3;9;18;8;12;33;514;1;0;1;0;0;0;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 0, 1, 0, 1, 0, 1, 0];26;2;2015-09-18T08:12:37.954Z;12;1;0;FALSE;0;0.2.3;9;18;8;12;37;954;1;0;1;0;1;0;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 0, 1, 0, 1, 0, 0, 0];24;2;2015-09-18T08:12:43.276Z;13;1;0;FALSE;0;0.2.3;9;18;8;12;43;276;1;0;1;0;1;0;0;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 0, 1, 0, 1, 0, 1, 1];24;2;2015-09-18T08:12:46.279Z;14;1;0;FALSE;0;0.2.3;9;18;8;12;46;279;1;0;1;0;1;0;1;1
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 0, 1, 0, 1, 0, 1, 0];26;2;2015-09-18T08:12:48.662Z;15;1;0;FALSE;0;0.2.3;9;18;8;12;48;662;1;0;1;0;1;0;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 1, 1, 0, 1, 0, 1, 0];24;2;2015-09-18T08:12:51.604Z;16;1;0;FALSE;0;0.2.3;9;18;8;12;51;604;1;1;1;0;1;0;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 0, 1, 1, 1, 0, 1, 0];24;2;2015-09-18T08:12:54.273Z;17;1;0;FALSE;0;0.2.3;9;18;8;12;54;273;1;0;1;1;1;0;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 0, 1, 0, 0, 0, 1, 0];24;2;2015-09-18T08:12:59.303Z;18;1;0;FALSE;0;0.2.3;9;18;8;12;59;303;1;0;1;0;0;0;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 0, 1, 0, 1, 1, 1, 0];24;2;2015-09-18T08:13:02.737Z;19;1;0;FALSE;0;0.2.3;9;18;8;13;2;737;1;0;1;0;1;1;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 0, 1, 0, 1, 0, 1, 0];26;2;2015-09-18T08:13:09.873Z;20;1;0;FALSE;0;0.2.3;9;18;8;13;9;873;1;0;1;0;1;0;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 0, 0, 0, 1, 0, 1, 0];24;2;2015-09-18T08:13:49.740Z;21;1;0;FALSE;0;0.2.3;9;18;8;13;49;740;1;0;0;0;1;0;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 0, 1, 0, 1, 0, 1, 1];24;2;2015-09-18T08:13:57.461Z;22;1;0;FALSE;0;0.2.3;9;18;8;13;57;461;1;0;1;0;1;0;1;1
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 0, 1, 0, 1, 0, 0, 0];24;2;2015-09-18T08:13:59.866Z;23;1;0;FALSE;0;0.2.3;9;18;8;13;59;866;1;0;1;0;1;0;0;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 0, 1, 0, 0, 0, 1, 0];24;2;2015-09-18T08:14:03.165Z;24;1;0;FALSE;0;0.2.3;9;18;8;14;3;165;1;0;1;0;0;0;1;0
9181002;1211cf1180a62627d60a5df5879133fa8a18f561;[1, 0, 1, 0, 1, 1, 1, 0];24;2;2015-09-18T08:14:05.862Z;25;1;0;FALSE;0;0.2.3;9;18;8;14;5;862;1;0;1;0;1;1;1;0
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[0, 0, 0, 0, 0, 0, 0, 0];0;1;2015-09-18T08:13:38.993Z;1;0;0;FALSE;0;0.2.3;9;18;8;13;38;993;0;0;0;0;0;0;0;0
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[0, 0, 0, 0, 1, 1, 1, 1];12;1;2015-09-18T08:13:49.032Z;2;0;0;FALSE;0;0.2.3;9;18;8;13;49;32;0;0;0;0;1;1;1;1
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[0, 0, 0, 0, 0, 0, 0, 0];18;2;2015-09-18T08:14:16.386Z;1;1;0;FALSE;0;0.2.3;9;18;8;14;16;386;0;0;0;0;0;0;0;0
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 1, 1, 1, 1, 0, 0, 0];20;2;2015-09-18T08:14:49.979Z;2;1;0;FALSE;0;0.2.3;9;18;8;14;49;979;1;1;1;1;1;0;0;0
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 0, 1, 0, 1, 0, 1, 0];26;2;2015-09-18T08:15:21.327Z;3;1;0;FALSE;0;0.2.3;9;18;8;15;21;327;1;0;1;0;1;0;1;0
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 0, 1, 0, 1, 0, 1, 1];24;2;2015-09-18T08:15:38.090Z;4;1;0;FALSE;0;0.2.3;9;18;8;15;38;90;1;0;1;0;1;0;1;1
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 0, 1, 0, 1, 0, 0, 0];24;2;2015-09-18T08:16:14.459Z;5;1;0;FALSE;0;0.2.3;9;18;8;16;14;459;1;0;1;0;1;0;0;0
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 0, 1, 0, 1, 1, 1, 0];24;2;2015-09-18T08:17:13.302Z;6;1;0;FALSE;0;0.2.3;9;18;8;17;13;302;1;0;1;0;1;1;1;0
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[0, 0, 1, 0, 1, 0, 1, 0];24;2;2015-09-18T08:17:21.529Z;7;1;0;FALSE;0;0.2.3;9;18;8;17;21;529;0;0;1;0;1;0;1;0
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 0, 1, 1, 1, 0, 1, 0];24;2;2015-09-18T08:17:39.194Z;8;1;0;FALSE;0;0.2.3;9;18;8;17;39;194;1;0;1;1;1;0;1;0
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 1, 1, 1, 1, 0, 1, 0];22;2;2015-09-18T08:18:03.984Z;9;1;0;FALSE;0;0.2.3;9;18;8;18;3;984;1;1;1;1;1;0;1;0
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[0, 1, 0, 1, 0, 1, 0, 1];26;2;2015-09-18T08:18:26.721Z;10;1;0;FALSE;0;0.2.3;9;18;8;18;26;721;0;1;0;1;0;1;0;1
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[0, 0, 1, 1, 0, 0, 1, 1];18;2;2015-09-18T08:18:40.952Z;11;1;0;FALSE;0;0.2.3;9;18;8;18;40;952;0;0;1;1;0;0;1;1
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[0, 0, 1, 1, 1, 1, 0, 0];18;2;2015-09-18T08:18:50.055Z;12;1;0;FALSE;0;0.2.3;9;18;8;18;50;55;0;0;1;1;1;1;0;0
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 0, 1, 0, 0, 1, 0, 1];26;2;2015-09-18T08:19:16.776Z;13;1;0;FALSE;0;0.2.3;9;18;8;19;16;776;1;0;1;0;0;1;0;1
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 0, 1, 0, 0, 0, 0, 1];24;2;2015-09-18T08:19:32.026Z;14;1;0;FALSE;0;0.2.3;9;18;8;19;32;26;1;0;1;0;0;0;0;1
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 0, 1, 0, 0, 0, 1, 1];22;2;2015-09-18T08:19:38.867Z;15;1;0;FALSE;0;0.2.3;9;18;8;19;38;867;1;0;1;0;0;0;1;1
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 1, 0, 1, 0, 1, 0, 0];22;2;2015-09-18T08:20:23.925Z;16;1;0;FALSE;0;0.2.3;9;18;8;20;23;925;1;1;0;1;0;1;0;0
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 1, 1, 1, 1, 1, 1, 1];18;2;2015-09-18T08:21:00.237Z;17;1;0;FALSE;0;0.2.3;9;18;8;21;0;237;1;1;1;1;1;1;1;1
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[0, 1, 1, 0, 1, 1, 0, 1];28;2;2015-09-18T08:21:34.155Z;18;1;0;FALSE;0;0.2.3;9;18;8;21;34;155;0;1;1;0;1;1;0;1
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 0, 0, 1, 0, 0, 1, 1];26;2;2015-09-18T08:21:58.161Z;19;1;0;FALSE;0;0.2.3;9;18;8;21;58;161;1;0;0;1;0;0;1;1
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 0, 0, 1, 0, 1, 0, 1];30;2;2015-09-18T08:23:59.790Z;20;1;0;FALSE;0;0.2.3;9;18;8;23;59;790;1;0;0;1;0;1;0;1
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 0, 0, 1, 0, 1, 0, 0];28;2;2015-09-18T08:24:17.783Z;21;1;0;FALSE;0;0.2.3;9;18;8;24;17;783;1;0;0;1;0;1;0;0
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 0, 0, 1, 1, 0, 0, 1];34;2;2015-09-18T08:24:23.112Z;22;1;0;FALSE;0;0.2.3;9;18;8;24;23;112;1;0;0;1;1;0;0;1
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 0, 1, 1, 1, 1, 0, 1];22;2;2015-09-18T08:24:37.525Z;23;1;0;FALSE;0;0.2.3;9;18;8;24;37;525;1;0;1;1;1;1;0;1
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[0, 1, 1, 0, 0, 1, 1, 0];34;2;2015-09-18T08:24:48.620Z;24;1;0;FALSE;0;0.2.3;9;18;8;24;48;620;0;1;1;0;0;1;1;0
9181003;2e7264fbc735b7aed8b9ce2e95c6e28be9783f77;[1, 0, 0, 1, 1, 0, 0, 1];34;2;2015-09-18T08:25:10.953Z;25;1;0;FALSE;0;0.2.3;9;18;8;25;10;953;1;0;0;1;1;0;0;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[0, 0, 0, 0, 1, 1, 1, 1];12;1;2015-09-18T08:12:25.507Z;1;0;0;FALSE;0;0.2.3;9;18;8;12;25;507;0;0;0;0;1;1;1;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[1, 1, 1, 1, 1, 1, 1, 1];18;2;2015-09-18T08:12:50.448Z;1;1;0;FALSE;0;0.2.3;9;18;8;12;50;448;1;1;1;1;1;1;1;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[0, 1, 0, 1, 0, 1, 0, 1];26;2;2015-09-18T08:12:56.395Z;2;1;0;FALSE;0;0.2.3;9;18;8;12;56;395;0;1;0;1;0;1;0;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[1, 0, 1, 0, 1, 0, 1, 0];26;2;2015-09-18T08:13:09.078Z;3;1;0;FALSE;0;0.2.3;9;18;8;13;9;78;1;0;1;0;1;0;1;0
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[0, 0, 0, 0, 0, 0, 0, 0];18;2;2015-09-18T08:13:15.318Z;4;1;0;FALSE;0;0.2.3;9;18;8;13;15;318;0;0;0;0;0;0;0;0
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[0, 1, 1, 0, 1, 1, 0, 0];26;2;2015-09-18T08:13:23.037Z;5;1;0;FALSE;0;0.2.3;9;18;8;13;23;37;0;1;1;0;1;1;0;0
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[0, 1, 1, 1, 1, 1, 1, 0];22;2;2015-09-18T08:13:32.317Z;6;1;0;FALSE;0;0.2.3;9;18;8;13;32;317;0;1;1;1;1;1;1;0
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[0, 0, 0, 0, 0, 0, 1, 1];18;2;2015-09-18T08:13:45.492Z;7;1;0;FALSE;0;0.2.3;9;18;8;13;45;492;0;0;0;0;0;0;1;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[0, 0, 0, 0, 1, 1, 1, 1];18;2;2015-09-18T08:13:51.897Z;8;1;0;FALSE;0;0.2.3;9;18;8;13;51;897;0;0;0;0;1;1;1;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[0, 0, 1, 1, 0, 0, 1, 1];18;2;2015-09-18T08:13:56.167Z;9;1;0;FALSE;0;0.2.3;9;18;8;13;56;167;0;0;1;1;0;0;1;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[1, 1, 0, 0, 0, 0, 1, 1];18;2;2015-09-18T08:14:00.211Z;10;1;0;FALSE;0;0.2.3;9;18;8;14;0;211;1;1;0;0;0;0;1;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[1, 1, 0, 1, 1, 0, 1, 1];22;2;2015-09-18T08:14:03.236Z;11;1;0;FALSE;0;0.2.3;9;18;8;14;3;236;1;1;0;1;1;0;1;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[1, 1, 0, 0, 0, 0, 0, 0];18;2;2015-09-18T08:14:44.224Z;12;1;0;FALSE;0;0.2.3;9;18;8;14;44;224;1;1;0;0;0;0;0;0
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[1, 1, 0, 0, 0, 0, 1, 1];18;2;2015-09-18T08:14:47.116Z;13;1;0;FALSE;0;0.2.3;9;18;8;14;47;116;1;1;0;0;0;0;1;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[1, 1, 0, 1, 1, 0, 1, 1];22;2;2015-09-18T08:14:51.213Z;14;1;0;FALSE;0;0.2.3;9;18;8;14;51;213;1;1;0;1;1;0;1;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[0, 0, 1, 1, 1, 1, 0, 0];18;2;2015-09-18T08:14:58.708Z;15;1;0;FALSE;0;0.2.3;9;18;8;14;58;708;0;0;1;1;1;1;0;0
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[0, 0, 0, 1, 1, 0, 1, 1];22;2;2015-09-18T08:15:03.279Z;16;1;0;FALSE;0;0.2.3;9;18;8;15;3;279;0;0;0;1;1;0;1;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[1, 1, 0, 1, 1, 0, 1, 1];22;2;2015-09-18T08:15:53.436Z;17;1;0;FALSE;0;0.2.3;9;18;8;15;53;436;1;1;0;1;1;0;1;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[1, 1, 0, 1, 1, 0, 0, 1];28;2;2015-09-18T08:16:02.080Z;18;1;0;FALSE;0;0.2.3;9;18;8;16;2;80;1;1;0;1;1;0;0;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[1, 1, 0, 1, 1, 0, 0, 0];22;2;2015-09-18T08:16:09.365Z;19;1;0;FALSE;0;0.2.3;9;18;8;16;9;365;1;1;0;1;1;0;0;0
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[1, 1, 0, 1, 1, 1, 0, 1];22;2;2015-09-18T08:16:14.635Z;20;1;0;FALSE;0;0.2.3;9;18;8;16;14;635;1;1;0;1;1;1;0;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[1, 1, 0, 1, 0, 0, 0, 1];22;2;2015-09-18T08:16:23.031Z;21;1;0;FALSE;0;0.2.3;9;18;8;16;23;31;1;1;0;1;0;0;0;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[1, 1, 0, 0, 1, 0, 0, 1];26;2;2015-09-18T08:16:26.264Z;22;1;0;FALSE;0;0.2.3;9;18;8;16;26;264;1;1;0;0;1;0;0;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[1, 1, 1, 1, 1, 0, 0, 1];26;2;2015-09-18T08:16:32.294Z;23;1;0;FALSE;0;0.2.3;9;18;8;16;32;294;1;1;1;1;1;0;0;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[1, 0, 1, 1, 1, 0, 0, 1];28;2;2015-09-18T08:16:38.743Z;24;1;0;FALSE;0;0.2.3;9;18;8;16;38;743;1;0;1;1;1;0;0;1
9181004;5cc554eb3aa4b30e473f16469eba782206464010;[0, 0, 0, 1, 1, 0, 0, 1];28;2;2015-09-18T08:16:51.865Z;25;1;0;FALSE;0;0.2.3;9;18;8;16;51;865;0;0;0;1;1;0;0;1
9181005;64ff517040afef42f45222cfbe4fe987e38a61c8;[0, 0, 0, 0, 1, 0, 1, 0];2;1;2015-09-18T08:11:41.936Z;1;0;0;FALSE;0;0.2.3;9;18;8;11;41;936;0;0;0;0;1;0;1;0
9181005;64ff517040afef42f45222cfbe4fe987e38a61c8;[0, 0, 0, 0, 1, 1, 1, 1];18;2;2015-09-18T08:12:50.262Z;1;1;0;FALSE;0;0.2.3;9;18;8;12;50;262;0;0;0;0;1;1;1;1
9181005;64ff517040afef42f45222cfbe4fe987e38a61c8;[0, 0, 0, 0, 0, 1, 1, 1];5;1;2015-09-18T08:12:02.939Z;2;0;0;FALSE;0;0.2.3;9;18;8;12;2;939;0;0;0;0;0;1;1;1
9181005;64ff517040afef42f45222cfbe4fe987e38a61c8;[0, 0, 0, 0, 1, 1, 1, 1];12;1;2015-09-18T08:12:11.969Z;3;0;0;FALSE;0;0.2.3;9;18;8;12;11;969;0;0;0;0;1;1;1;1
9181005;64ff517040afef42f45222cfbe4fe987e38a61c8;[1, 0, 0, 0, 1, 1, 1, 1];20;2;2015-09-18T08:13:08.721Z;2;1;0;FALSE;0;0.2.3;9;18;8;13;8;721;1;0;0;0;1;1;1;1
9181005;64ff517040afef42f45222cfbe4fe987e38a61c8;[1, 1, 0, 0, 1, 1, 1, 1];18;2;2015-09-18T08:13:19.384Z;3;1;0;FALSE;0;0.2.3;9;18;8;13;19;384;1;1;0;0;1;1;1;1
